0,888888889	0,5	0,93220339	0,75	-1	-1	1
0,888888889	-0,5	1	0,833333333	-1	-1	1
-0,055555556	-0,833333333	0,355932203	0,166666667	-1	-1	1
0,444444444	0	0,593220339	0,833333333	-1	-1	1
-0,277777778	-0,333333333	0,322033898	0,583333333	-1	-1	1
0,888888889	-0,333333333	0,93220339	0,583333333	-1	-1	1
0,111111111	-0,416666667	0,322033898	0,416666667	-1	-1	1
0,333333333	0,083333333	0,593220339	0,666666667	-1	-1	1
0,611111111	0	0,694915254	0,416666667	-1	-1	1
0,055555556	-0,333333333	0,288135593	0,416666667	-1	-1	1
0	-0,166666667	0,322033898	0,416666667	-1	-1	1
0,166666667	-0,333333333	0,559322034	0,666666667	-1	-1	1
0,611111111	-0,166666667	0,627118644	0,25	-1	-1	1
0,722222222	-0,333333333	0,728813559	0,5	-1	-1	1
1	0,5	0,830508475	0,583333333	-1	-1	1
0,166666667	-0,333333333	0,559322034	0,75	-1	-1	1
0,111111111	-0,333333333	0,389830508	0,166666667	-1	-1	1
0	-0,5	0,559322034	0,083333333	-1	-1	1
0,888888889	-0,166666667	0,728813559	0,833333333	-1	-1	1
0,111111111	0,166666667	0,559322034	0,916666667	-1	-1	1
0,166666667	-0,083333333	0,525423729	0,416666667	-1	-1	1
-0,055555556	-0,166666667	0,288135593	0,416666667	-1	-1	1
0,444444444	-0,083333333	0,491525424	0,666666667	-1	-1	1
0,333333333	-0,083333333	0,559322034	0,916666667	-1	-1	1
0,444444444	-0,083333333	0,389830508	0,833333333	-1	-1	1
-0,166666667	-0,416666667	0,389830508	0,5	-1	-1	1
0,388888889	0	0,661016949	0,833333333	-1	-1	1
0,333333333	0,083333333	0,593220339	1	-1	-1	1
